title,story,phonics_focus,sentence_count,source
Fritz and Nibs,"Fritz and Nibs are Kate’s best friends. In the morning, you can find the dogs napping on their padded beds. When they see Kate filling up their bowls with food, they come running. As they gobble up the kibble, their tails are wagging, and they have a half-lidded gaze. They like to eat! In the afternoon, Fritz and Nibs spend time napping and wait for Kate to come home from class. When she opens the door, they come whizzing over to her with glee. They give Kate lots of kisses and she gives them lots of belly scratches. In the evening, Kate feeds the dogs again. Then, she plays fetch with them, only stopping when it is time to do homework. Fritz and Nibs keep Kate very busy. She loves spending lots of time with her dogs because they are her best friends.","Doubling Rule -ed, -ing",12,ufli
David and Poppy,"David is just like his grandfather, Poppy. When Poppy was a kid, he batted for his baseball team. David is batting for his team now. When Poppy was a kid, he was known for running the fastest on his team. Now, David is the fastest runner on his team. Poppy was thinner than all the other players on his team but always wanted to be bigger. David is slimmer than the other players but wishes he was the biggest too! When Poppy gets angry, his cheeks always turn red. When David gets angry, his cheeks turn even redder than Poppy’s! Today, Poppy and David love to play baseball together. Poppy even built a batting cage in his yard to use when David visits. They talk about building an even bigger one together next summer. When they play baseball together, they practice pitching. David always flatters Poppy by saying Poppy throws the fastest pitches. Poppy smiles knowing that one day David’s pitches will be faster than his.","Doubling Rule -er, -est",15,ufli
Heaven’s Skating Gift,"Heaven has always dreamed of being an ice skater. The closest she has been to skating is dancing. She has danced her entire life but has never had the chance to put on ice skates and get in a rink. On the morning of Heaven’s birthday, her mom woke her up extra early. “Happy birthday, Heaven!” she shouted. Heaven was still sleepy and a bit startled but slowly awoke. “Here,” mom said as she handed Heaven a card, “open your gift.” Heaven sat up, rubbed her eyes, and slowly opened her card. As Heaven read her card she gasped then smiled. “Skating lessons!” she squealed with delight. This was the nicest gift Heaven had ever gotten. That afternoon, Heaven found herself at the skating rink for the very first time. She felt a bit timid at first and hoped she would meet a new skating friend. As she sat on the bench to put on her skates, the nicest girl sat beside her. They chatted and joked and soon Heaven felt braver. Her ice-skating lesson went well. Heaven felt like she was dancing as she sliced across the rink. She loved that feeling. When the lesson was over Heaven hugged and thanked her mom. She would not have traded this gift for anything.",Drop-e rule,19,ufli
Hobbies,"Do you know what a hobby is? Hobbies are activities you do just for fun. Hobbies can be anything like sports, games, music, or crafts. Next time you are even the tiniest bit bored, consider trying a new hobby. My friend Everly has a ton of hobbies. She likes to play the piano, ride her bike, and read books. Everly is happiest when she gets to spend time on her hobbies. When Everly plays her piano, she likes to pretend that she is a rock star in front of a huge crowd. She can even hear the cries of applause from her fans. On the sunniest days, Everly rides her bike on trails. Most of the time she invites her buddies to join her. They like the bumpiest trails the best and race to see who is the fastest. On days it is a bit cloudier, Everly likes to read. She finds her fluffiest blanket, makes herself a yummy snack, and curls up with a good book. Everly’s hobbies make her happier. She says the key to finding a good hobby is picking something you love doing just for fun and just for yourself. What kind of hobby would you like to try?",Y to I Rule,17,ufli
A Drip in the Sink,"Drip! Drip! Drip! What is that? It is a drip in the sink. Can we fix the drip? Yes, we can. Turn off the tap. Now, there is no more drip!",,9,textproject
A Happy Hen,The red hen hops into her nest. She hums a happy song as she rests. Why is she happy? She hid her eggs! They are in her nest. No one can find them. That is why the hen hums.,,7,textproject
A Mad Cat,"Hiss! Hiss! Oh, no! My cat is mad. Its back is in a curl. Its tail is up in the air. I get far from my cat! It can scratch! I add a treat to its dish. My cat runs to the dish. Now, my cat is not mad. My cat is happy! Meow! Meow!",,14,textproject
A Snug Bug,A bug sits on a rug. It is happy and snug. The bug feels a tug on the rug. It’s a big puppy! The little bug gets under the rug. It has a nap. The puppy wants to get under the rug too. But the puppy is too big. The puppy sits on the rug. It has a nap. The puppy is snug on the rug. The bug is snug under the rug.,,12,textproject
A Windy Day,"Let’s go out. I will bring my black hat. WHOOSH! Oh no! The wind took my hat. My hat lands in a ditch! It is damp and dirty. I will give my hat a bath. Now, it is not dirty. But it is still damp. I guess I will wear my pink cap today!",,11,textproject
Ben the Fun Bunny,Ben is a bunny. He loves to hop. He loves to run too. Ben plays with his bunny friends. They have fun in the sun. But now the sun sets. Ben and his friends must run home. Ben hops into his nest. It is bed time for Ben.,,9,textproject
Bill’s Trip,"Bill is off on a long trip with his mom and dad. Bill asks his dad, “Are we there yet?” His dad says, “No, but look in this bag.” The bag has things that Bill likes. There’s a bun with jam. Bill eats the bun. There’s a book about dogs. Bill reads the book. There’s a game too. Bill plays the game. Then, his dad says, “We’re here!” But Bill wants to keep playing the game!",,9,textproject
Cat’s Big Hat,"Cat has a big hat. Cat loves its big hat. Cat runs after Rat. Rat jumps into a box. Cat jumps into the box, too. But Cat’s big hat does not fit. It falls off of Cat. Rat jumps out of the box. She puts on the big hat. Then, she runs away. Now Rat has a very big hat. And Cat has none! Sometimes a big hat can get in the way.",,13,textproject
Fun in the Sun,"The sun is out. But it is so, so hot. Matt puts on his red hat. The hat’s brim will keep the sun away. Ann puts on a cap. The cap has a rim. The rim will block the sun. Ann and Matt run and jump. They have fun in the sun.",,9,textproject
Mike the Mop-Man,"Mike has a big job. His job is to fix messes. A mop helps Mike do his job. Everyone calls him Mike the Mop-Man. Oh, no! A mud storm strikes. Thick mud is everywhere. Mike mops madly. He mops and mops. Soon the mud is gone! Everyone claps and claps. “Hooray for Mike, the Mop-Man,” they say.",,12,textproject
Rex Sees the Vet,"Meg had a pet dog, Rex. One day, Rex got sick. He was very hot. Meg had to take Rex to the vet. The vet gave Rex a shot. The vet said to Meg, “Give Rex lots of water to drink.” Meg did what the vet said. She gave Rex lots of water to drink. Soon Rex was okay. Rex was ready to play with Meg!",,9,textproject
Sam’s Lap,"Sam sits on a mat. A cat sits on Sam’s lap. Sam pats the cat. Then, the cat sees a dog. The cat jumps off Sam’s lap. He runs after the dog. But the dog is too fast. The cat comes back to the mat. But Sam is not on the mat. She runs with the dog!",,10,textproject
Sid’s Red Pen,"Sid sits at his desk. Sid has a red pen. He has some paper too. Sid draws a big sun. But the sun is yellow, not red. Sid draws a little frog. But the frog is green, not red. “What is red?” thinks Sid. “My pen,” says Sid. So, Sid draws a red pen!",,10,textproject
Spot and the Hot Pot,"Spot is a little dog. One day Spot sees a pot. He jumps on it. But the pot is hot! Spot jumps off that hot pot. His friends ask, “Spot, are you OK?” “Yes,” says Spot. “But I need to cool off.” “We can swim,” say his friends. Spot and his friends jump in a lake. Splish! Splash! They have fun. And Spot now knows. Do not play with hot pots!",,13,textproject
The Swim Lesson,"Tim cannot swim. So he puts on a swim vest. His mom helps too. She swims by Tim. Tim holds his mom’s hand. They go up and down the pool. Then, Tim lets go of his Mom’s hand. He kicks with his legs. He moves his arms. He swims up and down the pool. His mom claps. Tim can swim!",,12,textproject
Tim and the Map,"Tim finds a map. The map has a red X. The X marks a spot. Tim sets off to find the X. Tim takes the path on the map. He sees a bush. He goes past trees. Tim comes to a big rock. He checks the map. He is at the spot with the X. Then, his friends pop out from the rock. They call out, “Surprise!”",,12,textproject
What I Like,I like lots of things. I like to sing. I like to swim. I like to play with my friends. I like hugs. But there are some things I do not like. I do not like to be sick. I do not like to sit still. And I do not like to quit!,,9,textproject
What’s the Tap?,"Tap, tap! Tap, tap! What is that? It is a bird. It taps at the window. The bird wants to come in. “No, bird. You cannot come in,” I say. Tap, tap! Tap, tap! What is that? It is my friend Kim! Kim taps at the door. “Can I come in?” asks Kim. “Yes, Kim,” I say. “Please come in!”",,16,textproject
Yap! Yip!,"Max is a happy pup. It is time for a walk! Max goes, “Yap! Yip!” Lin takes Max for her walk. Max wags her tail. Then she goes, “Yap! Yip!” Lin and Max play. Max runs and jumps. Lin says, “Good job, Max!” Max says, “Yap! Yip!” She sits. “Time for your nap,” says Lin. Max takes a big nap.",,12,textproject
A Gooey Mess,"Sam wants to make something fun. She asks a grown-up. The grown-up says, “Yes.” Sam gets water. She gets a red drink mix. She puts them in a dish. Sam adds cornstarch, too. Sam mixes it all up. Soon, it is goo. She dips her fingers in the dish. She puts the goo on her chin. Sam runs to her brother’s room. He sees Sam’s sticky chin. He yells, “Ahh!” He runs away. But then he comes back. “Can I have some, too?” he asks.",,15,textproject
A Loud Pop,"Raj went to the top of the hill. He had a rest under a bush. Then, Raj heard a loud pop. He jumped up. What was the loud pop? Raj ran down the hill. He saw Bob. Bob was blowing up balloons. A balloon had popped! Bob said, “The balloons were for you. It was a surprise!” Raj said, “You did surprise me! The pop was very loud!”",,12,textproject
A Muddy Mess,"Ava and Ben love to play outside. They find a big muddy spot. They jump in! They make mud pies. Mud is all over them. They have mud on their faces. They have mud on their feet. They don’t mind the mess. But Ben’s dad minds the mess. Ben and Ava go inside for a snack. Ben’s dad says, “That’s too much mud. You must scrub up before you have a snack.”",,12,textproject
Ant Attack,"Will and Robin were going on a picnic. Will got cups and two bottles of pop. Robin got chips and dip. The cups, pop, and snack went into some sacks. Robin and Will ran up a hill. They got to the top. They put down the sacks on a rock. Then, Will and Robin had a game of tag. Soon, they were ready to eat. “Let’s get our snack and pop,” they said. Will and Robin went back to the rock. They saw their sacks. Ants were all over the chips and dip. Ants were in the cups, too. “This is not good,” said Robin. “I don’t want ants on my snacks,” said Will. Will and Robin put the chips and dip into the trash. Then, they ran back down the hill. They got a snack at home!",,19,textproject
Band Practice,"Dan, Finn, Jax, and Bett have a band. The band will play at school on Friday. They need to get good. On Monday, they play at Dan’s house. But Dan has a baby sister. She cries and cries when they play. On Tuesday, they play at Finn’s house. But Finn has a dog. She barks and barks when they play. On Wednesday, they play at Jax’s house. But Jax’s dad is working. He tells them to stop. On Thursday, they go to Bett’s house Bett’s house has a basement. They can play and play all day long! On Friday, the band plays at school. Everyone claps and cheers.",,16,textproject
Beat the Bell,"Jenna got up. Jenna saw the time. It was ten. She was late! Jenna got her bag. Jenna had to run. Or she would not get to school on time. Jenna ran by a man with a cat. Jenna wanted to pat the cat. But she did not stop. Jenna ran by a band. She wanted to hear the band play. But she did not stop. Jenna ran up a big hill. At the top, she wanted a drink of water. But she did not stop. Jenna ran down the hill. She ran as fast as she could go. She did not stop. Finally, she got to the school gate. Just then, the bell rang. Jenna got to school on time!",,22,textproject
Box of Socks,"Lee has a lot of socks. They are red, green, and yellow. She keeps them in a box. Lee loves her socks. The red socks are great for hopping. The green socks are great for dancing. The yellow socks are great for walking. One day there is a mix up. Lee puts on one red sock and one yellow sock. And guess what? She hops on one foot all the way to school!",,11,textproject
Buddy’s Friend,"Buddy the dog loves to jump and play. But he feels sad. Buddy wishes he had a friend. One day, Buddy sees a frog. The frog sits on a log. “Come and play with me,” calls Buddy. The frog jumps off the log. He jumps to Buddy. Then, the frog jumps onto Buddy’s back. Now, Buddy has a friend! They play all day until the sun sets.",,11,textproject
Camping Out,"Nico and Leah want to camp in the woods. Nico’s dad asks, “Why not camp at home first?” Nico and Leah set up a tent in the yard. They get into their sleeping bags. But then they hear a loud bang. Nico and Leah slip down into their sleeping bags. Bang! Bang! The sound rings out. Leah and Nico run back to the house. There is Nico’s dad. He says, “It was just the lid of the trash can. It bangs when the wind blows!” Nico and Leah say, “We’ll still sleep inside tonight!”",,12,textproject
Carrot Munch,"A rabbit and some hamsters play. They run and jump. The rabbit hops. But the hamsters cannot hop. The hamsters sit. Then, the hamsters spot some carrots. They run to the carrots. Munch, munch! The rabbit spots the carrots too. She hops to the hamsters. “Can I have some?” she asks. “Yes!” say the hamsters. They all munch on carrots. What good friends they are!",,14,textproject
Eggs and Hash Browns,"Jim is a chef. He cracks a lot of eggs. Jim has to mix some eggs in a dish. Then he has to fry the eggs in a pan. Then, Jim adds hot hash browns. He tops it off with toast and jam. Jim’s eggs and hash browns are good. But his toast and jam are the best!",,8,textproject
Fred Helps Out,"Dad asks Fred to help. Fred gets the dishes. He sets the dishes on the table. Next, Fred gets glasses. He sets the glasses on the table. He fills the glasses with water. Everyone sits down for dinner. Fred brings the fish. But he trips. The fish dish crashes. Dad asks Fred to help once more. But this time Fred gets the mop!",,12,textproject
Let’s Fix Dinner,Snap! Snap! Dad snaps peas. Clang! Clang! Mom gets a pan. Ping! Ping! Dad drops all the peas. Bang! Bang! Mom drops the pan. I think it’s best if I help fix dinner! Clap! Clap! Clap! Clap! Mom and Dad are happy.,,18,textproject
Little Chicks,"A mama bird sits on a nest. The nest has some eggs. One day, the shells of the eggs crack. Little chicks peck out of the shell. The little chicks are still. Then, they begin to peep. Soon, the chicks start to hop. Peep! Hop! Peep! Hop! The mama bird stays by the chicks. She keeps her little chicks safe.",,13,textproject
Moon Dance,"Alex the Cat takes a nap. He dreams of a big fish. Soon, Alex wakes up. He rubs his tummy. “I am hungry,” he says. Alex goes on a hunt. He finds a gap in a fence. Push! Pop! Alex gets through the fence. He spots a mouse! Alex goes on tiptoes. He sneaks up on the mouse. He taps the mouse on the back. The mouse says, “You’re here! I’m so glad!” “You are?” asks Alex. “Yes,” says the mouse. And he starts to dance. Alex can’t help but clap. The mouse holds out his paw to Alex. Alex joins the mouse. They dance and dance under the moon.",,22,textproject
On the Bus,"Pam got on the bus with a bag. But Pam’s bag had a rip. A cat jumped out of the rip in the bag. Ted got on the bus with a box. But Ted’s box had a hole. A dog jumped out of the hole in the box. The cat ran after the dog. Pam ran after her cat. Ted ran after his dog. The bus driver stopped the bus. Pam and Ted got their pets back. They want to go back to their spots. But the driver said, “No, not on my bus.” The dog, the cat, Pam, and Ted all got off. They were far from home. It was a long walk home for Pam and Ted and their pets.",,15,textproject
Riddles,What is it? It has a sink. It has a fridge. It has dishes. It has glasses. It is a kitchen! Who has two chins? Who has four lips? Who has four wrists? Who has four hands? Who has skin all over? And who has a toothbrush? It is you as you brush your teeth in the mirror!,,13,textproject
The Old Shed,"Emma goes into the old shed. It is full of junk. The old shed is full of dust too. Emma has a big job to do. She has to clean the shed. Emma gets a rag. She starts to dust. “Achoo!” says Emma. “Achoo! Achoo! A-ch-oooooo!” Emma cannot stop! She runs out of the old shed. She says, “That shed has too much dust! It’s not the job for me.”",,14,textproject
Time to Pack,"We will take a trip! Now, we must pack a bag. What will we bring? I will bring my tan pants. My pink shirt is good too. I may need a cap. My little brother needs some things. He wants to bring his black socks. He wants to pack his red jacket, too. I pack my things in the bag. I zip the bag up. Now I’m all set. But, wait, what did I forget? I almost forgot my little brother!",,14,textproject
Who’s It?,"Ten kids meet to play. “Let’s play tag!” Ani yells. Liv is it. The rest run away. Liv spots Ani. “Tag, you are it,” she says. Ani tags 7 more friends. They add up who is left. Seven kids plus Ani and Liv makes 9. One kid is missing. Who is it? It is Dom. Nine kids look for Dom. “I see him,” yells Liv. Dom naps under a bush.",,15,textproject
Yummy Pizza,"We make pizza. We put on the sauce. The cheese comes next. Now, we add toppings. Mia adds ham. Wen adds peppers. The pizza goes in the oven. Soon it is ready to eat. Let’s cut it! We take a bite. It is hot. It is yummy. Pizza is the best",,13,textproject
Neat Ned,Ned makes lots of messes. But Ned likes to clean up too. Ned uses a broom to sweep. He uses soap to wash. Ned likes to use a cloth. He uses the cloth to dust shelves. He uses it to get out stains on the table. Ned makes many messes. But Ned also likes to keep things neat.,,9,textproject
A Cake Mishap,"Freddy baked a special cake for her friend Ron. She mixed eggs, flour, and sugar. She put the cake into the oven. The cake was baked. Freddy put icing on the cake. She gave the cake to her friend, Ron. Ron took a bite of the cake. He made a very funny face. Freddy took a bite of the cake. “Oh, no,“ said Freddy. “I must have put in salt, not sugar!” Not even Freddy’s dog would eat the cake!",,11,textproject
A Hike,"Joon, Ava, and Ty go on a hike. They have backpacks. The backpacks are full of snacks and water. At first, the hike feels easy. Then, the path gets steep. The backpacks feel heavy. But Joon, Ava, and Ty stay on the path. The path gets even steeper. The backpacks feel very heavy. Ty says, “Let’s stop.” Joon says, “Yes, we can rest here.” Ava says, “Let’s have a snack and some water.” Joon, Ava, and Ty sit on some logs. They have snacks and drink water. They put their backpacks on. The backpacks feel light now. They hike the path to the top. “Look at this view,” says Ava. “I can see far away,” says Ty. “It is so nice up here!” says Joon. The three hikers gaze at the view some more. Then, Joon asks, “Who wants to race me back down?” And she begins to run down the path. Ty and Ava laugh and run after her.",,20,textproject
A Steep Hill,"Grace and Reese like to glide down hills on their sleds. One day, they went to a new hill. It was the steepest hill they had ever been on. They had a race down the steep hill. They got down the hill at the same time. Then they dragged their sleds up the steep hill. It took a long time. They began their next race. But then Grace heard a scream. Reese had fallen off her sled. Grace tried to stop her sled. But her sled was going at a fast speed. When Grace got down the hill, she looked up. Reese gave her a big wave! She was okay.",,15,textproject
A Team That Works,"Max, Emma, and Lev are friends. Max likes to run and jump. Emma likes to think of big ideas. Lev likes to care for pets. Together, they are a team that likes to help others. One day, Max gets a note from Bill. “Come right away,” says Bill. “I need help!” Max runs to Bill’s house. He finds Bill’s cat stuck under a fence. “We can help,” says Max. “I’ll send for Emma.” Emma comes to Bill’s house. She thinks about what to do. “I have an idea,” she says. Emma calls Lev. Lev meets up with Emma, Max, and Bill. Emma hands him a can of cat food. Lev bends down to Bill’s cat. He talks to the cat. At the same time, Max jumps the fence. He gives the cat a soft push from behind. Soon, the cat comes out. It walks to Lev and the food. “Thank you,” Bill says. “Your skills were a big help!” “Yes,” says Max. “We’re a team,” says Emma. “We’re a team that likes to help!” says Lev.",,26,textproject
Are You Like a Fish?,"You have feet. Feet help us move on land. Fish do not have feet. Fish have fins. They use fins to move. You have lungs. Lungs help you to breathe. Fish have gills. Gills help fish to breathe. Fish move, and we move. Fish breathe. We breathe too. But it’s not the same. You are not like a fish. And a fish is not like you!",,15,textproject
Beans And Pie,"Dean and Jean like to eat. Dean likes beans. Jean likes pie. Every day, Dean eats beans. Jean eats some pie. One day, Jean and Dean come home. Dean does not find beans on his plate. Jean’s plate does not have pie. The meal is rice, peas, and meat! At first, they say, “No, thanks.” But then Jean takes a bite of meat. Jean says, “Hmmm.” So Dean takes a bite of rice and peas. “Yum,” he says. Dean looks at Jean. Jean looks at Dean. “We like rice, peas, and meat,” they say. After that, they still eat beans and pie. But they eat rice, peas, and meat too. They even eat grapes and toast and much more!",,18,textproject
Bugs: Small But Important in,"Our World Bugs come in all shapes and sizes. Some bugs, like bees, have wings. They use their wings to fly from flower to flower. Other bugs, like beetles and roly-polies, move around on the ground with their many legs. Spiders make webs to catch other bugs for food. They make a strong and sticky thread to make a web. Bugs stick to the thread. The web is really a bug-catching trap! Bugs are interesting but they are also important. As bees fly from flower to flower, they move pollen. Pollen helps plants grow. Bugs, like ladybugs, eat other bugs that can harm plants. The spider’s bug-catching trap may seem scary. But they catch flies, which can carry germs that make us sick. The many kinds of bugs in our world can help in keeping our world healthy.",,15,textproject
First Skates,"Ada just got ice skates. She wants to try them out. Her dad takes her to an ice rink. First, she laces up her ice skates. Then, her dad takes Ada out on the ice. Ada holds onto the rink’s side rails. Then, she lets go. Ada slips. She gets up. Then she slips once more. But Ada does not stop. Soon, she can skate for a bit. Ada is so happy! One day she will glide all day on the ice.",,14,textproject
Gray Mule,"It is time for a race in the woods. A cheetah and a horse are at the start line. A gray mule joins them. The horse boasts about his speed. The cheetah boasts that she is even faster. The gray mule does not say anything. Mules are not known for their speed. The race begins. The cheetah and horse run down the trail. Soon, they could not be seen. The gray mule plods along. After some time, the mule crosses the finish line. He looks for the cheetah and the horse. But the cheetah and horse are off the trail. They were too busy boasting to see the way! Now, they are lost in the woods. And the gray mule has won the race!",,17,textproject
Hens and Drakes,"It’s summer time. You see some ducks floating on a lake. They are mallards, which is one kind of duck. Little mallard ducks all look alike. Both females and males have yellow feathers. But when they grow up, they do not look the same. So how do we know which is which? All male ducks are called drakes. Mallard drakes have green heads. Their green heads shine in the sun. They also have a white ring around their necks. The name for a female duck is hen. Mallard hens do not have feathers of bright colors. Their feathers are brown with darker brown and white stripes. These colors keep them safe as they sit on their nests of eggs.",,15,textproject
Jake’s Cake,"Jake loves to bake. He makes a cake. Then, he takes his cake to the lake. But this is a big mistake! The cake falls into the lake. Jake wants to save his cake. He jumps into the lake too. But it is too late. Jake’s cake sank. What a mess!",,10,textproject
Jump Rope,"Betty, Will, and Amara play jump rope. First, Betty and Will swing the rope. Amara jumps in and out. Then, it is Betty’s turn. Will and Amara swing the rope one time. That’s when Will’s dog, Finn, tries to grab the rope. They all cry, “No, Finn. That rope is not for you!” But Finn does not stop. Finn tugs and tugs on the rope. Soon, the rope wraps around Finn. It takes some time to get Finn free of the rope. Betty, Will, and Amara take a rest. Then, Betty says, “Let’s just play baseball. Finn can’t grab a bat!”",,14,textproject
Late for the Plane,"James and his family are late for their plane. They race through the airport. They drag their suitcases behind them. Finally, they reach the gate. A sign says that the plane is late! James and his family are glad. The wait gives them time to eat. After their meal, it’s time to get on the plane. They find their seats. They put on their seatbelts. And, in one minute, James and his family are fast asleep.",,11,textproject
Lost Bike,"Jake rode his bike down the street. He saw his friend Layla. He stopped to talk with her. Jake wanted to see Layla’s new game. So, Jake left his bike on the sidewalk. And they went inside Layla’s house. When Jake came back outside, the bike was gone. Layla and Jake looked for the bike. They asked each other, “Did someone steal the bike?” They did not have any clues. At five, Jake went home. It was time to eat. He opened the door of his house. There was his bike! His dad had taken the bike home. His dad said, “Leaving a bike on the sidewalk is not safe. Someone might trip on it. Or someone might steal it.” Jake was happy to have his bike. But he had also learned a lesson about safety.",,18,textproject
Mike and His Red Jeep,"Mike drives his red jeep. He is on his way to meet Joan at the beach. Mike gets to the freeway. He picks up speed. Suddenly, a loud screech fills the air. The jeep’s brakes squeal. The jeep comes to a stop. Mike’s jeep has a flat tire. Drivers in other cars beep their horns. But one car stops. It is Joan! She was on his way to meet Mike! Joan helps Mike change his tire. Then, they are on their way to the beach. They will have a fun time!",,15,textproject
Mittens Steals the Show,"Mia, Deon, and Jay put on a skit. It is about a trip to the beach. Mia, Deon, and Jay make masks. Mia is a starfish. Deon is a sand crab. Jay is a sea turtle. Everyone comes to see their skit. Deon and Mia sing a song. Jay dances to the beat. Then, Jay’s cat, Mittens, jumps on the stage. Mittens meows and meows. It thinks it’s part of the skit! But a cat does not belong on the beach! The show is over. But everyone still claps.",,15,textproject
Saturday Jobs,"Rob and Alma live with their grandpa. Everyone in their home has jobs to do. Rob and Alma do some jobs every day. Rob sets the table for dinner. Alma feeds the dog. Rob and Alma make their beds. On Saturdays, Rob and Alma have a new set of jobs. They help Grandpa with his garden. They get out weeds. They water the seeds and plants. Alma and Rob love doing their Saturday jobs best. The sun shines on them. The dirt is warm in their hands. And their jobs don’t feel like work at all!",,14,textproject
Seals in the Sea,Seals live in the sea. They have a sleek shape. This shape helps them glide in the water with ease. Seals can swim with speed. They can dive below the waves to catch fish. Seals also spend time on land. But they don’t have speed on the sand of beaches. They creep along at a slow pace. You might see a whole group of seals. They sleep in a heap on some rocks. Their sleek coats shine in the sun.,,11,textproject
Snap!,"Vic and Liz take a phone to the park. They see a tall tree. Vic takes a photo with the phone. Liz and Vic see some ducks on a lake. It’s Liz’s turn. She takes a photo. Next, they see a small fish. It swims between rocks in the lake. This time Vic takes the photo. Now, it’s time to go home. But Liz takes one more photo. She takes a photo of Vic’s big smile.",,12,textproject
Stan the Seal,"Stan is a seal who lives near a beach. Stan likes to race through the water. He leaps in and out of the waves. Stan likes to lie on the beach too. He likes to warm his coat in the sun. One day, Stan has an idea. “I will race in the sand,” thinks Stan. Stan tries to run on the beach. Flop! Stan falls into the sand. “Maybe I can leap?” thinks Stan. But Stan cannot leap on the beach. All he can do is drag himself across the sand. So Stan goes back into the water. Splash!",,15,textproject
Teamwork,"Lin and James are at the lake. They have a toy sailboat. They drop the boat into the water. Lin and James watch. The boat glides along the side of the lake. Then, a gust of wind blows. The wind drives the boat into a pile of weeds. Lin and James run over to the weeds. Lin uses a long stick to push the weeds away. James pulls the boat out. The boat is saved! James and Lin pull weeds off the boat. When it is clean, they put it back in the lake. They smile at each other. They make a good team!",,15,textproject
The Funny Bird,"Grace has a pet parrot. The pet parrot’s name is Rose. Rose screams for dinner. Grace gives Rose beans. Rose makes a face. Grace gives Rose rice. Rose shakes her beak. Then, Grace gives Rose a handful of pumpkin seeds. Rose eats the seeds. She says, “More seeds, please.” Grace says, “Yes, you may have more pumpkin seeds. But did you know? Beans and rice are seeds too.” Rose turns her back to Grace. She does not want to know. All she wants are pumpkin seeds.",,14,textproject
The Peach Queen,"Everyone knew how much Jean loved peaches. She ate peaches with ice cream. She made peach pies. She even made cakes with peaches. Jean’s friends called her the Peach Queen. So, they gave her a big box of peaches as a gift. But there was one thing her friends did not know. Jean baked her pies and cakes with peaches from a can. That’s because Jean hated the fuzzy skin of fresh peaches. Jean opened the box of fresh peaches from her friends. When Jean saw the fuzzy skins on the peaches, she screamed. She ran into another room. And Jean never ate another peach.",,13,textproject
The Winning Goal,"Today is the big game! Sarah is on Team Green. Her brother, Ethan, is on Team Blue. The players await the start of the game. First, the coach reminds them of the rules. The teams meet on the field. The ref blows the whistle. The game starts! The teams are well matched. The players run with speed and skill. The game is almost done. No team has made a goal. Then, Sarah kicks the ball. It goes a long way. The goalie of Team Blue tries to stop the ball. Whoosh! The ball hits the back of the net. Sarah has made a goal! The game is over. Team Blue played a good game. But Team Green has won. Sarah and Ethan race each other home.",,22,textproject
