model,prompt_id,generation_id,seed,target_phonics,decodability_compliance,weighted_above_level_rate,target_satisfaction_rate,full_spec_pass,phonics_leakage,word_count,subjective_total,narrative_completeness_score,coherence_score,decodability_adherence_score,target_phonics_pattern_emphasis_score,overall_spec_adherence_score,unique_word_count,permitted_ceiling_stage,permitted_ceiling_label,above_level_rate,distinct_above_level_rate,distinct_decodability_compliance,on_or_below_level_rate,above_level_word_occurrences,above_level_distinct_words,mean_above_level_distance,max_above_level_distance,above_level_words,targets_requested,targets_passed,targets_passed_list,targets_failed_list,phonics_leakage_terms,has_title,detected_title,short_vowel_distinct_count,short_vowel_words,blend_distinct_count,blend_words,digraph_distinct_count,digraph_words,final_e_distinct_count,final_e_words,vowel_team_distinct_count,vowel_team_words,r_controlled_distinct_count,r_controlled_words,diphthong_distinct_count,diphthong_words,multisyllabic_distinct_count,multisyllabic_words,consonant_blends_distinct_count,consonant_digraphs_distinct_count,diphthongs_distinct_count,final_e_words_distinct_count,multisyllabic_words_distinct_count,r_controlled_vowels_distinct_count,short_vowel_words_distinct_count,target_distinct__blend,target_distinct__digraph,target_pass__blend,target_pass__digraph,vowel_teams_distinct_count,judge_provider,judge_model,narrative_completeness_justification,coherence_justification,decodability_adherence_justification,target_phonics_pattern_emphasis_justification,overall_spec_adherence_justification,raw_judge_json
base,short_vowels_1,2,1002,short-vowel words,0.3869,2.5779,1.0,1,0,199,1,0,1,0,0,0,128,1,short-vowel words,0.6131,0.7422,0.2578,0.3869,122,95,4.2049,6,"about, adventure, adventures, after, all, along, and, animals, back, became, become, birds, bringing, building, built, called, came, celebrated, cozy, day, different, each, even, exploring, family, favorite, forest, found, friends, friendships, fruits, future, group, grown, happy, heart, home, honeycombs, ideas, join, joined, journey, joy, just, laughter, leader, learned, long, longer, made, main, many, maple, meeting, more, morning, nature, new, now, old, part, place, places, planned, playing, returned, river, seeds, shared, sharing, she, singing, skills, small, songs, soon, sparky, special, squirrel, squirrels, stay, sticks, stories, them, together, traveled, tree, trees, unique, usual, way, went, which, with, woods",1,1,short-vowel words,,,1,The Happy Forest of Squirrels,18,"big, by, filled, full, games, had, holes, in, kinds, lived, loved, named, nests, no, on, ones, own, so",30,"and, bringing, built, different, forest, found, friends, friendships, fruits, group, grown, just, old, place, places, planned, playing, skills, small, sparky, special, squirrel, squirrels, stay, sticks, stories, traveled, tree, trees, went",22,"along, back, bringing, building, each, exploring, friendships, long, longer, meeting, morning, playing, shared, sharing, she, singing, songs, sticks, them, together, which, with",11,"adventure, became, become, came, favorite, future, home, made, more, nature, place",26,"building, built, day, each, friends, friendships, fruits, heart, ideas, leader, learned, main, meeting, new, playing, seeds, soon, squirrel, squirrels, stay, stories, tree, trees, unique, way, woods",28,"adventure, adventures, after, birds, different, exploring, favorite, forest, future, heart, journey, laughter, leader, learned, longer, more, morning, nature, part, returned, river, shared, sharing, sparky, squirrel, squirrels, stories, together",10,"about, found, group, grown, join, joined, journey, joy, laughter, now",47,"about, adventure, adventures, after, along, animals, became, become, bringing, building, celebrated, cozy, different, even, exploring, family, favorite, forest, friendships, future, happy, honeycombs, ideas, journey, laughter, leader, longer, many, maple, meeting, morning, nature, places, playing, returned, river, sharing, singing, sparky, special, squirrel, squirrels, stories, together, traveled, unique, usual",30,22,10,11,47,28,18,,,,,26,truefoundry,openai-group/gpt-4.1,The story is cut off mid-sentence and does not provide a clear ending.,"The story is mostly understandable and internally consistent, but the abrupt ending disrupts overall coherence.","The story contains many above-level words and patterns such as 'forest', 'squirrels', 'honeycombs', 'unique', 'journey', and 'building', which are not short-vowel words.","Short-vowel words are not emphasized or repeated throughout the story, with most vocabulary outside the target pattern.","The story fails to meet the behavior specification due to lack of decodability, target pattern emphasis, and narrative completeness.","{""narrative_completeness"": {""score"": 0, ""justification"": ""The story is cut off mid-sentence and does not provide a clear ending.""}, ""coherence"": {""score"": 1, ""justification"": ""The story is mostly understandable and internally consistent, but the abrupt ending disrupts overall coherence.""}, ""decodability_adherence"": {""score"": 0, ""justification"": ""The story contains many above-level words and patterns such as 'forest', 'squirrels', 'honeycombs', 'unique', 'journey', and 'building', which are not short-vowel words.""}, ""target_phonics_pattern_emphasis"": {""score"": 0, ""justification"": ""Short-vowel words are not emphasized or repeated throughout the story, with most vocabulary outside the target pattern.""}, ""overall_spec_adherence"": {""score"": 0, ""justification"": ""The story fails to meet the behavior specification due to lack of decodability, target pattern emphasis, and narrative completeness.""}}"
tuned,short_vowels_1,2,1002,short-vowel words,0.6825,0.9683,1.0,1,0,63,0,0,0,0,0,0,38,1,short-vowel words,0.3175,0.4737,0.5263,0.6825,20,18,3.05,6,"and, back, down, fast, for, happy, help, high, home, onto, outside, play, playing, see, sees, them, title, when",1,1,short-vowel words,,,1,The Cat and the Dog,14,"can, cat, dog, get, is, it, jumps, me, ran, run, so, up, will, yes",5,"and, fast, help, play, playing",4,"back, playing, them, when",2,"home, outside",5,"high, play, playing, see, sees",1,for,2,"down, outside",5,"happy, onto, outside, playing, title",5,4,2,2,5,1,14,,,,,5,truefoundry,openai-group/gpt-4.1,"The story is disjointed, lacks a clear sequence of events, and does not have a clear beginning, middle, and ending.","The story is confusing, with unclear actions and dialogue that do not logically connect, making it difficult to follow.","The story includes above-level words such as 'playing,' 'outside,' 'jumps,' 'onto,' 'back,' 'home,' and 'happy,' which are not short-vowel words.","Short-vowel words are rarely present, and most words do not practice the target pattern.","The story fails to meet the behavior specification in narrative structure, coherence, decodability, and phonics emphasis.","{""narrative_completeness"": {""score"": 0, ""justification"": ""The story is disjointed, lacks a clear sequence of events, and does not have a clear beginning, middle, and ending.""}, ""coherence"": {""score"": 0, ""justification"": ""The story is confusing, with unclear actions and dialogue that do not logically connect, making it difficult to follow.""}, ""decodability_adherence"": {""score"": 0, ""justification"": ""The story includes above-level words such as 'playing,' 'outside,' 'jumps,' 'onto,' 'back,' 'home,' and 'happy,' which are not short-vowel words.""}, ""target_phonics_pattern_emphasis"": {""score"": 0, ""justification"": ""Short-vowel words are rarely present, and most words do not practice the target pattern.""}, ""overall_spec_adherence"": {""score"": 0, ""justification"": ""The story fails to meet the behavior specification in narrative structure, coherence, decodability, and phonics emphasis.""}}"
base,short_vowels_1,3,1003,short-vowel words,0.4313,2.1754,1.0,1,1,211,0,0,0,0,0,0,113,1,short-vowel words,0.5687,0.6372,0.3628,0.4313,120,72,3.825,6,"adventure, after, all, and, another, around, back, bunch, buttons, color, colorful, colors, continue, curious, cute, day, easy, elephant, ended, explore, felt, floor, found, friends, gave, giggled, happy, her, home, inside, knew, learned, learning, like, little, made, more, new, now, pair, picture, play, played, pointed, rabbit, realized, saw, she, shiny, short, simple, sitting, small, smile, soon, special, stick, that, them, then, things, tiny, took, tool, tools, toy, toys, very, vowel, with, word, world",1,1,short-vowel words,,short vowel,1,The Little Red Rabbit's Adventure,25,"as, asked, be, big, box, cat, did, full, fun, games, had, hop, i, is, it, its, my, named, next, oh, on, own, red, sit, so",14,"and, around, elephant, felt, floor, found, friends, play, played, small, smile, special, stick, world",15,"another, back, bunch, elephant, learning, she, shiny, short, sitting, stick, that, them, then, things, with",11,"adventure, cute, explore, gave, home, inside, like, made, more, picture, smile",17,"continue, day, easy, floor, friends, knew, learned, learning, new, pair, play, played, realized, soon, took, tool, tools",19,"adventure, after, another, around, color, colorful, colors, curious, explore, floor, her, learned, learning, more, pair, picture, short, word, world",9,"around, curious, found, now, pointed, saw, toy, toys, vowel",30,"adventure, after, another, around, buttons, color, colorful, colors, continue, curious, easy, elephant, ended, explore, giggled, happy, inside, learning, little, picture, pointed, rabbit, realized, shiny, simple, sitting, special, tiny, very, vowel",14,15,9,11,30,19,25,,,,,17,truefoundry,openai-group/gpt-4.1,"The story is cut off mid-sentence and lacks a clear ending, making it incomplete.","The story is confusing, with unclear references (e.g., 'toy hop', 'found a sit') and inconsistent logic.","The story contains many above-level words and spelling patterns (e.g., 'elephant', 'special', 'picture', 'curious', 'continue'), far beyond short-vowel words.",Short-vowel words are rarely used and not naturally repeated throughout the story.,"The story fails to meet the behavior specification due to incompleteness, lack of coherence, poor decodability, and insufficient target phonics emphasis.","{""narrative_completeness"": {""score"": 0, ""justification"": ""The story is cut off mid-sentence and lacks a clear ending, making it incomplete.""}, ""coherence"": {""score"": 0, ""justification"": ""The story is confusing, with unclear references (e.g., 'toy hop', 'found a sit') and inconsistent logic.""}, ""decodability_adherence"": {""score"": 0, ""justification"": ""The story contains many above-level words and spelling patterns (e.g., 'elephant', 'special', 'picture', 'curious', 'continue'), far beyond short-vowel words.""}, ""target_phonics_pattern_emphasis"": {""score"": 0, ""justification"": ""Short-vowel words are rarely used and not naturally repeated throughout the story.""}, ""overall_spec_adherence"": {""score"": 0, ""justification"": ""The story fails to meet the behavior specification due to incompleteness, lack of coherence, poor decodability, and insufficient target phonics emphasis.""}}"
tuned,short_vowels_1,3,1003,short-vowel words,0.679,1.2099,1.0,1,0,81,2,1,1,0,0,0,58,1,short-vowel words,0.321,0.431,0.569,0.679,26,25,3.7692,6,"and, back, book, couch, day, find, for, getting, heat, home, kitchen, lunch, movie, outside, reading, ready, sitting, soup, take, title, warm, watching, when, while, with",1,1,short-vowel words,,,1,A Hot Day at Home,25,"am, at, be, can, dad, get, go, has, hat, hot, i, if, in, is, it, lid, mom, my, on, pot, pots, sink, so, up, will",2,"and, find",11,"back, couch, getting, kitchen, lunch, reading, sitting, watching, when, while, with",4,"home, outside, take, while",6,"book, day, heat, movie, reading, ready",2,"for, warm",3,"couch, outside, soup",9,"getting, kitchen, movie, outside, reading, ready, sitting, title, watching",2,11,3,4,9,2,25,,,,,6,truefoundry,openai-group/gpt-4.1,The story has a beginning and middle but lacks a clear ending or resolution.,"The story is mostly understandable but contains some confusing transitions and unclear actions, such as the sudden focus on soup and the warm pot.","The story includes several above-level words and patterns such as 'watching,' 'movie,' 'reading,' 'lunch,' 'kitchen,' 'find,' 'soup,' and 'outside,' which are not short-vowel words.","Short-vowel words are rarely emphasized, with most content relying on above-level vocabulary.",The story does not adhere to the decodability or phonics emphasis requirements and is incomplete as a decodable passage for short-vowel words.,"{""narrative_completeness"": {""score"": 1, ""justification"": ""The story has a beginning and middle but lacks a clear ending or resolution.""}, ""coherence"": {""score"": 1, ""justification"": ""The story is mostly understandable but contains some confusing transitions and unclear actions, such as the sudden focus on soup and the warm pot.""}, ""decodability_adherence"": {""score"": 0, ""justification"": ""The story includes several above-level words and patterns such as 'watching,' 'movie,' 'reading,' 'lunch,' 'kitchen,' 'find,' 'soup,' and 'outside,' which are not short-vowel words.""}, ""target_phonics_pattern_emphasis"": {""score"": 0, ""justification"": ""Short-vowel words are rarely emphasized, with most content relying on above-level vocabulary.""}, ""overall_spec_adherence"": {""score"": 0, ""justification"": ""The story does not adhere to the decodability or phonics emphasis requirements and is incomplete as a decodable passage for short-vowel words.""}}"
base,vowel_teams_digraphs_1,1,1001,"vowel teams, consonant digraphs",0.6571,0.9029,1.0,1,0,175,4,2,1,0,1,0,120,4,vowel teams,0.3429,0.4333,0.5667,0.6571,60,52,2.6333,3,"about, adventure, adventures, after, afternoon, all, always, around, away, brightly, carefully, carried, decided, directions, especially, ever, explore, exploring, far, follow, for, found, going, group, happy, her, how, interesting, knows, language, lily, listen, little, many, meeting, more, nearby, now, other, outside, owned, pointing, proud, river, saw, shining, small, sunny, traveled, very, water, wooden",2,2,"vowel teams, consonant digraphs",,,1,The Boat Adventure,20,"as, at, be, big, can, fun, go, had, he, i, it, lived, loved, man, met, on, ones, so, sun, used",16,"and, around, brightly, child, felt, found, friends, group, just, old, proud, small, spent, strong, traveled, trips",23,"child, exploring, fish, going, interesting, language, long, meeting, pointing, reached, sang, she, shining, ship, songs, strong, than, that, them, then, things, this, while",9,"adventure, explore, language, like, more, outside, side, take, while",18,"afternoon, always, away, boat, brightly, carried, day, friends, knew, meeting, nearby, new, night, reached, sail, see, soon, wooden",18,"adventure, adventures, after, afternoon, around, carefully, carried, directions, ever, explore, exploring, far, for, her, interesting, more, nearby, river",15,"about, around, away, follow, found, going, group, how, knows, now, outside, owned, pointing, proud, saw",38,"about, adventure, adventures, after, afternoon, always, around, away, brightly, carefully, carried, decided, directions, especially, ever, explore, exploring, follow, going, happy, interesting, language, lily, listen, little, many, meeting, nearby, other, outside, pointing, river, shining, sunny, traveled, very, water, wooden",16,23,15,9,38,18,20,,23,,1,18,truefoundry,openai-group/gpt-4.1,"The story has a clear beginning (Lily decides to go on a boat adventure), middle (the journey and encounters), and ending (Lily reflects on her adventure).","The story is mostly understandable, but some sentences are awkward or confusing (e.g., 'You’ll be there soon,' and the ending about language is abrupt and unrelated to the adventure).","The story contains many words and spelling patterns above the vowel teams and consonant digraphs level, such as 'afternoon,' 'brightly,' 'wooden,' 'adventures,' 'especially,' 'explore,' 'traveled,' 'interesting,' 'carefully,' and 'language.'","A few words with vowel teams and consonant digraphs appear (e.g., 'boat,' 'fish,' 'ship,' 'sang'), but these patterns are not emphasized or repeated throughout the story.","The story fails to adhere to the decodability requirements and does not sufficiently emphasize the target phonics patterns, despite having a complete narrative.","{""narrative_completeness"": {""score"": 2, ""justification"": ""The story has a clear beginning (Lily decides to go on a boat adventure), middle (the journey and encounters), and ending (Lily reflects on her adventure).""}, ""coherence"": {""score"": 1, ""justification"": ""The story is mostly understandable, but some sentences are awkward or confusing (e.g., 'You’ll be there soon,' and the ending about language is abrupt and unrelated to the adventure).""}, ""decodability_adherence"": {""score"": 0, ""justification"": ""The story contains many words and spelling patterns above the vowel teams and consonant digraphs level, such as 'afternoon,' 'brightly,' 'wooden,' 'adventures,' 'especially,' 'explore,' 'traveled,' 'interesting,' 'carefully,' and 'language.'""}, ""target_phonics_pattern_emphasis"": {""score"": 1, ""justification"": ""A few words with vowel teams and consonant digraphs appear (e.g., 'boat,' 'fish,' 'ship,' 'sang'), but these patterns are not emphasized or repeated throughout the story.""}, ""overall_spec_adherence"": {""score"": 0, ""justification"": ""The story fails to adhere to the decodability requirements and does not sufficiently emphasize the target phonics patterns, despite having a complete narrative.""}}"
tuned,vowel_teams_digraphs_1,1,1001,"vowel teams, consonant digraphs",0.9596,0.101,0.5,0,0,99,2,1,1,0,0,0,54,4,vowel teams,0.0404,0.0741,0.9259,0.9596,4,4,2.5,3,"again, how, now, title",2,1,vowel teams,consonant digraphs,,1,The Boat Trip,27,"asked, big, but, can, dad, did, get, go, got, had, hat, he, his, i, it, know, let, me, my, no, off, oh, on, son, top, up, yes",6,"cried, glad, grin, help, stop, trip",3,"back, pick, then",2,"face, lake",5,"boat, cried, need, took, yeah",0,,2,"how, now",2,"again, title",6,3,2,2,2,0,27,,3,,0,5,truefoundry,openai-group/gpt-4.1,"The story has a beginning, middle, and end, but transitions are weak and the resolution is unclear.",The story is mostly understandable but contains confusing actions regarding the hat and the boat.,"The story uses many words above the vowel teams and consonant digraphs level, such as 'took', 'lake', 'again', and 'couldn’t'.",Vowel teams and consonant digraphs are almost entirely absent from the story.,The story fails to emphasize the requested phonics patterns and does not stay within the decodability level.,"{""narrative_completeness"": {""score"": 1, ""justification"": ""The story has a beginning, middle, and end, but transitions are weak and the resolution is unclear.""}, ""coherence"": {""score"": 1, ""justification"": ""The story is mostly understandable but contains confusing actions regarding the hat and the boat.""}, ""decodability_adherence"": {""score"": 0, ""justification"": ""The story uses many words above the vowel teams and consonant digraphs level, such as 'took', 'lake', 'again', and 'couldn’t'.""}, ""target_phonics_pattern_emphasis"": {""score"": 0, ""justification"": ""Vowel teams and consonant digraphs are almost entirely absent from the story.""}, ""overall_spec_adherence"": {""score"": 0, ""justification"": ""The story fails to emphasize the requested phonics patterns and does not stay within the decodability level.""}}"
base,vowel_teams_digraphs_1,2,1002,"vowel teams, consonant digraphs",0.7081,0.7267,1.0,1,0,161,4,2,1,0,1,0,106,4,vowel teams,0.2919,0.3679,0.6321,0.7081,47,39,2.4894,3,"about, above, all, because, bird, birds, boy, brought, decided, different, even, every, everyone, fisherman, for, found, happy, island, later, little, living, many, now, ocean, others, playing, really, saw, seashell, seashill, shining, shiny, small, squirrel, sure, tall, toys, wonders, world",2,2,"vowel teams, consonant digraphs",,,1,The Sea and the Squirrel,20,"at, be, big, by, full, fun, games, go, got, had, he, him, his, it, met, named, next, on, sun, up",16,"and, bright, brought, different, found, friends, grew, island, played, playing, small, squirrel, told, tree, went, world",20,"back, beach, catch, fish, fisherman, living, others, playing, sang, seashell, seashill, shells, shining, shiny, songs, that, them, then, things, with",9,"above, came, everyone, gave, home, made, safe, sure, time",19,"beach, bright, day, food, friends, grew, high, knew, new, ocean, played, playing, really, sea, seashell, seashill, see, squirrel, tree",13,"bird, birds, different, every, everyone, fisherman, for, later, others, squirrel, sure, wonders, world",7,"about, boy, brought, found, now, saw, toys",25,"about, above, because, decided, different, even, every, everyone, fisherman, happy, island, later, little, living, many, ocean, others, playing, really, seashell, seashill, shining, shiny, squirrel, wonders",16,20,7,9,25,13,20,,20,,1,19,truefoundry,openai-group/gpt-4.1,"The story has a clear beginning (squirrel finds the island), middle (Seashell explores and interacts), and ending (Seashell returns home and reflects).","The story is mostly understandable but contains some confusing elements, such as unclear character focus between the squirrel and Seashell and inconsistent details about who is doing what.","The story contains many words above the vowel teams and consonant digraphs level, such as 'island', 'different', 'fisherman', 'decided', 'everyone', and 'wonders', which are not decodable at the requested progression.","There are a few words with vowel teams and consonant digraphs (e.g., 'sea', 'fish', 'beach', 'shiny', 'shells'), but these patterns are not emphasized or repeated throughout the story.","The story fails to adhere to the decodability requirements and only minimally practices the target phonics patterns, despite having a complete narrative.","{""narrative_completeness"": {""score"": 2, ""justification"": ""The story has a clear beginning (squirrel finds the island), middle (Seashell explores and interacts), and ending (Seashell returns home and reflects).""}, ""coherence"": {""score"": 1, ""justification"": ""The story is mostly understandable but contains some confusing elements, such as unclear character focus between the squirrel and Seashell and inconsistent details about who is doing what.""}, ""decodability_adherence"": {""score"": 0, ""justification"": ""The story contains many words above the vowel teams and consonant digraphs level, such as 'island', 'different', 'fisherman', 'decided', 'everyone', and 'wonders', which are not decodable at the requested progression.""}, ""target_phonics_pattern_emphasis"": {""score"": 1, ""justification"": ""There are a few words with vowel teams and consonant digraphs (e.g., 'sea', 'fish', 'beach', 'shiny', 'shells'), but these patterns are not emphasized or repeated throughout the story.""}, ""overall_spec_adherence"": {""score"": 0, ""justification"": ""The story fails to adhere to the decodability requirements and only minimally practices the target phonics patterns, despite having a complete narrative.""}}"
tuned,vowel_teams_digraphs_1,2,1002,"vowel teams, consonant digraphs",0.8889,0.2222,0.0,0,0,36,2,0,0,1,1,0,25,4,vowel teams,0.1111,0.16,0.84,0.8889,4,4,2.0,3,"boy, out, small, title",2,0,,"vowel teams, consonant digraphs",,1,The Fish and the Boat,11,"big, can, go, got, has, he, his, man, met, on, wants",5,"and, small, swim, trip, went",1,fish,0,,1,boat,0,,2,"boy, out",1,title,5,1,2,0,1,0,11,,1,,0,1,truefoundry,openai-group/gpt-4.1,"The story lacks a clear beginning, middle, and ending, and reads as a disconnected set of events.","The story is confusing and inconsistent, with unclear relationships between the fish, boy, and man, and no logical sequence.","Most words are within the requested phonics progression, but 'wants' and 'trip' are above the vowel team and digraph level.","There are a few instances of vowel teams ('boat') and consonant digraphs ('fish'), but they are not practiced throughout the story.","The story fails to provide a coherent, complete narrative and only partially meets decodability and phonics emphasis requirements.","{""narrative_completeness"": {""score"": 0, ""justification"": ""The story lacks a clear beginning, middle, and ending, and reads as a disconnected set of events.""}, ""coherence"": {""score"": 0, ""justification"": ""The story is confusing and inconsistent, with unclear relationships between the fish, boy, and man, and no logical sequence.""}, ""decodability_adherence"": {""score"": 1, ""justification"": ""Most words are within the requested phonics progression, but 'wants' and 'trip' are above the vowel team and digraph level.""}, ""target_phonics_pattern_emphasis"": {""score"": 1, ""justification"": ""There are a few instances of vowel teams ('boat') and consonant digraphs ('fish'), but they are not practiced throughout the story.""}, ""overall_spec_adherence"": {""score"": 0, ""justification"": ""The story fails to provide a coherent, complete narrative and only partially meets decodability and phonics emphasis requirements.""}}"
base,vowel_teams_digraphs_1,3,1003,"vowel teams, consonant digraphs",0.6946,0.7389,1.0,1,1,203,0,0,0,0,0,0,127,4,vowel teams,0.3054,0.4094,0.5906,0.6946,62,52,2.4194,3,"about, adventure, after, afternoon, all, also, boy, carefully, combined, combining, construction, continued, curious, example, explain, explained, for, form, formed, found, how, involved, knowledge, learned, learning, letter, letters, listen, listened, little, magic, mentioned, often, or, other, out, pair, pairs, phonics, realized, small, special, sunny, teacher, together, toy, vowel, vowels, wooden, word, words, worked",2,2,"vowel teams, consonant digraphs",,"phonics, vowel team",1,The Magic Boat Adventure,27,"aa, as, asked, be, big, by, can, e, got, h, had, he, helped, him, his, i, if, in, it, named, o, oh, on, s, so, t, used",11,"and, bridge, felt, find, found, help, kind, play, sept, small, special",14,"combining, fish, jack, learning, phonics, ship, teach, teacher, that, then, this, together, when, which",7,"adventure, lake, life, like, made, make, side",21,"afternoon, boat, continued, ee, explain, explained, learned, learning, pair, pairs, play, rain, realized, sail, seed, teach, teacher, team, way, wood, wooden",20,"adventure, after, afternoon, carefully, curious, for, form, formed, learned, learning, letter, letters, or, pair, pairs, teacher, together, word, words, worked",10,"about, boy, curious, found, how, knowledge, out, toy, vowel, vowels",34,"about, adventure, after, afternoon, also, carefully, combined, combining, construction, continued, curious, example, explain, explained, involved, knowledge, learning, letter, letters, listen, listened, little, magic, mentioned, often, other, phonics, realized, special, sunny, teacher, together, vowel, wooden",11,14,10,7,34,20,27,,14,,1,21,truefoundry,openai-group/gpt-4.1,"The story is abruptly cut off and lacks a clear ending, leaving the narrative incomplete.","The story is confusing, shifts to explicit phonics instruction, and loses narrative focus.","The story uses above-level vocabulary such as 'afternoon,' 'curious,' 'knowledge,' and 'construction,' which are not decodable at the requested phonics level.",Target phonics patterns are discussed explicitly rather than practiced naturally in the story's vocabulary.,"The story fails to meet the behavior specification due to lack of narrative, coherence, decodability, and phonics emphasis.","{""narrative_completeness"": {""score"": 0, ""justification"": ""The story is abruptly cut off and lacks a clear ending, leaving the narrative incomplete.""}, ""coherence"": {""score"": 0, ""justification"": ""The story is confusing, shifts to explicit phonics instruction, and loses narrative focus.""}, ""decodability_adherence"": {""score"": 0, ""justification"": ""The story uses above-level vocabulary such as 'afternoon,' 'curious,' 'knowledge,' and 'construction,' which are not decodable at the requested phonics level.""}, ""target_phonics_pattern_emphasis"": {""score"": 0, ""justification"": ""Target phonics patterns are discussed explicitly rather than practiced naturally in the story's vocabulary.""}, ""overall_spec_adherence"": {""score"": 0, ""justification"": ""The story fails to meet the behavior specification due to lack of narrative, coherence, decodability, and phonics emphasis.""}}"
tuned,vowel_teams_digraphs_1,3,1003,"vowel teams, consonant digraphs",0.9545,0.0909,0.0,0,0,44,0,0,0,0,0,0,32,4,vowel teams,0.0455,0.0625,0.9375,0.9545,2,2,2.0,3,"all, title",2,0,,"vowel teams, consonant digraphs",,1,A Trip to the Beach,17,"at, but, dad, dog, fun, got, had, hot, i, it, mom, my, on, sun, used, we, wet",4,"and, sand, trip, went",2,"beach, with",1,time,1,beach,0,,0,,1,title,4,2,0,1,1,0,17,,2,,0,1,truefoundry,openai-group/gpt-4.1,"The story lacks a clear beginning, middle, and ending, and reads as a disconnected set of statements rather than a complete narrative.","The story is confusing and lacks logical flow, with abrupt topic changes and unclear events.","The story includes above-level words such as 'beach,' 'used,' and 'sand,' which are not decodable at the requested phonics level.","There is almost no use of vowel teams or consonant digraphs, with only 'beach' and 'sand' marginally fitting but not as clear practice.","The story fails to meet the behavior specification in narrative structure, coherence, decodability, and phonics emphasis.","{""narrative_completeness"": {""score"": 0, ""justification"": ""The story lacks a clear beginning, middle, and ending, and reads as a disconnected set of statements rather than a complete narrative.""}, ""coherence"": {""score"": 0, ""justification"": ""The story is confusing and lacks logical flow, with abrupt topic changes and unclear events.""}, ""decodability_adherence"": {""score"": 0, ""justification"": ""The story includes above-level words such as 'beach,' 'used,' and 'sand,' which are not decodable at the requested phonics level.""}, ""target_phonics_pattern_emphasis"": {""score"": 0, ""justification"": ""There is almost no use of vowel teams or consonant digraphs, with only 'beach' and 'sand' marginally fitting but not as clear practice.""}, ""overall_spec_adherence"": {""score"": 0, ""justification"": ""The story fails to meet the behavior specification in narrative structure, coherence, decodability, and phonics emphasis.""}}"
